repo_name;file;purpose;primitives;what_is_shared;why_shared;access_pattern;coordination_type;thread_context;pattern_observations;evidence;notes
helix-editor/helix;helix-event/src/registry.rs;global event bus (per runtime) for registering + dispatching hooks;RuntimeLocal<RwLock<Registry>>,;Registry (events map + handlers map);central coordination of event registration + dispatch across modules/tasks;read-heavy (dispatch), write-light (register_event/register_hook);RwLock + manual type erasure (unsafe hooks);tokio runtime (multi-task async environment, not thread-local) ;per-runtime isolation, dynamic dispatch via erased hooks, manual type safety via TypeId, lock guards via with/with_mut ;"runtime_local! {
    static REGISTRY: RwLock<Registry> = RwLock::new(Registry { ... });
} -> global variable per runtime, wrapped in rw lock ->many reads for dispaching events, few writes for registering events/hooks -> reads can run in parallel. Registry { events: HashMap<&'static str, TypeId>, handlers: HashMap<&'static str, Vec<ErasedHook>> } -> central shared state storing event metadata + registered callbacks";
helix-editor/helix;helix-event/src/runtime.rs;Global state isolation for parallel Tokio integration tests;parking_lot::RwLock;A hashmap mapping runtime IDs to runtime specific singleton instances;To prevent parallel integration tests from sharing  globals while still allowing multi-threaded Tokio runtimes to share state internally;acquire read lock -> check runtime entry -> upgrade to write path on miss -> insert leaked singleton;Shared-memory synchronisation with RwLock and runtime keyed ownership partitioning;Multiple threads may belong to same Tokio runtime, all threads in same runtime share same T, different runtimes isolated;Global var + thread-local storage: it is seperate per Tokio runtime. They expect most locking to happen only the first time data is created. Box::leak is used to make the data live forever so references stay valid. To switch from reading to writing safely the code releases the read lock, then takes a write lock manually.;"data: RwLock<HashMap<runtime::Id, &'static T>> -> rwlock synchronises concurrent access, the hashmap maps runtime ID -> runtime-specific value. guard = self.data.read() -> many readers allowed simultaniously, let mut guard = self.data.write(); -> acquire write lock";for integrationtests
helix-editor/helix;helix-term/src/application.rs;Main Application loop of Helix text editor. Responsible for starting the editor, handling input + background jobs, rendering the UI, coordinating everything in a single async event loop;arc, arcswap;Config (ArcSwap<Config>), derived config views (Arc<Map<...>>), editor state (indirectly via single owner), job system channels;Config must be shared across async tasks for reads without locking, derived views avoid duplication, job system needs cross-task communication, editor state is centralised but indirectly accessed;read heavy shared access, some atomic replace (ArcSwap store), mostly channel message passing for mutations, no extensive locking(avoided);event-driven async coordination (tokio select), single owner state for editor (like actor), message passing via channels, snapsho shared state;single main async runtime (tokio runtime), multiple async tasks spawned (UI, jobs, LSP, signals), editor remains single-owner within runtime;Actor style architecture: shared memory is minimal and mostly read-only, ArcSwap used for configuration snapshots, Arc<Map> provides derived immutable views, concurrency handled via tokio select over independent streams instead of locks, mutation through APIs and channels;In application: config: Arc<ArcSwap<Config>> : Arc -> shared ownership across all async tasks in the application, ArcSwap ->stores config wihtout lock, this allows reads without locking the whole app, updates replace the whole config atomically. Arc<Map::new(Arc::clone(&config), |config: &Config| { &config.editor})) -> Map gives derived view into ArcSwap, no copying, reference mapping. tokio::select! -> Instead of locks it uses event-driven concurrency over multiple streams. In general, arc here is used for read-heavy shared resources, and cloned across tasks (cheap). The editor owns state -> Arc clones share read access -> mutations go through message passing or controlled APIs. Jobs are done through channels. if self.config.load().editor.lsp.display_messages -> multiple threads read config without locking, .load gives snapshot;This file avoids shared memory where possible, and centralises mutations through a single event loop
helix-editor/helix;helix-view/src/document.rs;Transactional, incrementally updated shared editor state. Coordinates text, selections, syntax trees, diagnostics, LSP state, rendering metadata, diff state, undo history, and configuration across multiple editor subsystems and views;ArcSwap, Arc, parking_lot::Mutex, Weak;Shared config snapshots, syntax loaders, rope text snapshots, savepoints, LSP clients, syntax trees, diagnostics, inlay hints, highlights, diff bases, selections, viewport state, undo history, formatter state, language metadata;To let many subsystems observe and mutate the same document efficiently without constantly copying huge text buffers or recomputing global state;Mostly read-heavy with some local incremental mutation, immutable snapshot cloning for text/history, atomic snapshot reads for config, transactional edits for tekst, remapping after edits instead of full recomputation;Lock-free snapshot sharing, reference-counted ownership, weak lifetime tracking, localised mutex protection (Mutex<Transaction>), event-driven updates, revision/version synchronisation, incremental transactional transforms;editor thread, but designed to safely integrate with async/background systems;Strong persistent-data-structure design, editor behaves like a distributed transactional system. Immutable transactions. Edits propagate incrementally to every dependent subsystem. Avoids global recomputation. Clear separation between document semantics and presentation state, extensive use of snapshotting for async correctness;for DocumentSavedEvent, they do pub text: Rope -> use snapshots instead of mutable documents (cloning) -> avoids synchronisation. Savepoint has revert: Mutex<Transaction> -> multiple tasks can revert transactions, so mutex protects the transaction. Parking lot has lower latency. Main document object does not use shared memory -> largely lives in one eventloop -> centralises mutation. pub config: Arc<dyn DynAccess<Config>>, -> shared config, all documents access the same config, threads can read safely, config.load() -> Readers =lock-free, writers= atomically replace whole config (Arcswap). syn_loader: Arc<ArcSwap<syntax::Loader>> -> all documents share one syntax loader, the syntax loader is complex and contains a lot of syntax information, that is why it is wrapped in arc and arcswap, arc-> multiple owners of same object, ArcSwap -> atomicaaly replace the loader in this case, this is an alternative to useing Mutex<Loader>, which would be bad for a syntax editor (many reads). pub language: Option<Arc<LanguageConfiguration>> -> arc because many documents may use Rust config, no locks because immutable. pub(crate) language_servers: HashMap<LanguageServerName, Arc<Client>> -> documents share client. savepoints: Vec<Weak<SavePoint>> -> weak for lifecycle management, manages references. let text = self.text().clone() -> clone into snapshot -> avoid locking, here too let text = self.text().clone(). Option<Arc<syntax::config::LanguageConfiguration>> -> documents share same config, clone again used to increment reference counter. Arc<SavePoint> many threads can hold savepoint, used for revert: Mutex<Transaction>, savepoints are updated as edits happen. self.savepoints.push(Arc::downgrade(&savepoint)), Weak<SavePoint> -> avoids memory leaks, document does not own savepoint, savepoint will dissapear automatically;mostly immutable shared state, very little locking, async task orchestration, ownership passing. Nearly every subsystem depends on positional correctness after edits, so: apply transaction once -> incrementally remap all dependent structures -> notify observers. Shared memory here is mostly about snapshot sharing and async consistency rather than multithreaded locking.
farion1231/cc-switch;src-tauri/src/lib.rs;runtime file, application bootstrapper, initialise plugins, start background workers, registers events, sets up ui, GUI thread, many callable frontend commands;arc,rwlock;AppState, database handle, proxy service, authentication managers, settings/configuration state, provider state, configuration takeover state;Lot of concurrent frontend commands, tray callbacks, window events, deep-link handlers, background synchronisation workers, proxy recovery tasks. Require shared access to the same application resources throughout runtime;Many reader/few writer. Concurrent reads from background workers with some synchronised mutations during provider switching, auth updates, migration, proxy takeover, and configuration persistence;Asynchronous coordination, arc, async locking. Tokio async scheduling ;GUI event loop thread + multiple Tokio async worker tasks and command handlers ;Centralised async shared state. Services accessible through AppState, cloned via Arc, coordinated through async primitives and database serialisation. Concurrency is service-oriented;" let db = loop {
                match crate::database::Database::init() {
                    Ok(db) => break Arc::new(db), -> concurrent tasks can own the database, no copying of db (would be really expensive).                   app.manage(commands::skill::SkillServiceState(Arc::new(skill_service))); -> ownership across threads. app.manage(CopilotAuthState(Arc::new(RwLock::new(copilot_auth_manager)))), app.manage(CodexOAuthState(Arc::new(RwLock::new(codex_oauth_manager)))); -> multiple threads can read auth state concurrently + mutate config/tokens. app.manage(app_state); -> every command can retrieve the appstate, async task, tray handler, event callback, window event use it. tauri::async_runtime::spawn(async move { does this let db_for_timer = state.db.clone(); -> background tasks clone the db w/o copying the resources. Database is used by different sync services, migration, backups, usage tracking. app.handle().clone() -> more shared db. tokio async tasks.";
farion1231/cc-switch;src-tauri/src/commands/webdav_auto_sync.rs;Coordinate background WebDAV auto-sync across async tasks;arc, OnceLock, AtomicUsize;Global sync signal sender, suppression counter, shared DB handle;Multiple components must trigger sync while avoiding duplicate uploads and recursive sync loops;Concurrent producers send change signals, async worker consumes and batches events, atomic reads/writes for suppression state;Message-passing + lock-free atomic coordination;Multi-task Tokio async runtime with detached background worker;Actor/worker-style architecture, channels, bounded channel acts as flag queue, debounce merges bursts of events;"static AUTO_SYNC_SUPPRESS_DEPTH: AtomicUsize = AtomicUsize::new(0); -> lock free, some operations should not trigger sync, atomic used because it is just a simple flag         db: Arc<crate::database::Database>, -> arc because the worker needs shared ownership of the DB. static DB_CHANGE_TX: OnceLock<Sender<String>> = OnceLock::new(); ->one sender is shared across the whole application, any component can notify the db has changed, they all use the sender, oncelock guarantees that it is initialised one thread-safe, and then globally accessible and immutable";
farion1231/cc-switch;src-tauri/src/proxy/circuit_breaker.rs;circuit breaker protects providers from repreated failures;arc,rwlock, AtomicU32;Breaker state (Closed/Open/HalfOpen), recovery timestamp (last_opened_at), runtime configuration, request/failure counters tracking provider health and HalfOpen probe permits;Multiple async tasks must view and update one provider health view so routing logic can reject unhealthy providers, limit HalfOpen recovery probes, reopen/close the provider collectively;Lot of reads/writes: requests call allow_request(), then record_success()/record_failure(), counters updated with lock-free atomics (fetch_add, store, compare_exchange), config/timestamps use async RwLock read/write, HalfOpen permit uses atomic increment + rollback;Shared-memory async coordination: lock-free atomic coordination for counters and permit management, async reader/writer locking for coordinated state transitions and configuration mutation;Tokio async runtime, request handling tasks can execute on different worker threads while sharing the same CircuitBreaker instance through Arc, no threads spawned by this file;Separate counters from complex coordinated state, HalfOpen uses atomic, state machine transitions are visible to all tasks, avoids mutex contention by using atomics instead of locking every request;"CircuitBreaker: state: Arc<RwLock<CircuitState>>,consecutive_failures: Arc<AtomicU32>, consecutive_successes: Arc<AtomicU32>, total_requests: Arc<AtomicU32>, failed_requests: Arc<AtomicU32>, last_opened_at: Arc<RwLock<Option<Instant>>>, config: Arc<RwLock<CircuitBreakerConfig>>,  half_open_requests: Arc<AtomicU32>, Request requests to go through, then the breaker checks if the state is closed/open/halfopen and accepts or rejects it and reports success or failure, update counters / state. Many tasks can share the same breaker, and all mutations need to be thread-safe. Atomics are used for simple counters (amount of failures/successes/requests/frailed requests/half open requests), they just need to increment safely, RwLock is used for more compound mutable state *self.state.write().await = CircuitState::Open;, Arc is used throughout the structure to allow multiple tasks to use the breaker simultaneously, request handler, failover, monitoring all hold references to the breaker";Many async requests can hit the same circuit breacker at the same time, so the code needs to use shared-memory to coodinate state safely across the Tokio tasksk
farion1231/cc-switch;src-tauri/src/proxy/response_processor.rs;response processing. Handling of streaming/non-streaming responses, Sse usage, timeout coordination, async logging, safe request state propagation ;arc,mutex,rwlock (tests), AtomicBool;SseUsageCollectorInner.events: Mutex<Vec<Value>> accumulating parsed SSE JSON events, first_event_time: Mutex<Option<Instant>> storing first token timing, finished: AtomicBool preventing duplicate completion, ProxyState shared globally through Arc fields (db, config, provider_router, status, etc), cloned request metadata (provider_id, request_model, session_id, state) , buffer, utf8_remainder, database/logging configuration ;Concurrent request processing without copying heavy resources. ProxyState, DB handles, routers, SSE events arrive incrementally over time and must be accumulated safely before final logging. Shared config/database state avoids recreating expensive resources per request and allows logging to outlive the request handler. Logging and failover logic can execute independently of the response lifecycle;Asynchronous message. SSE chunks arrive through the stream loop and mutate local parsing buffers. Parsed events use async mutex . Completion path atomically swaps finished before draining events using std::mem::take. Logging uses tokio::spawn(async move { ... }) tasks with owned cloned data. Shared state access is short-lived: locks only protect small sections. Stream timeout coordination uses async scheduling;Async coordination under Tokio runtime. Synchronisation is lightweight and nonblocking, runtime task scheduling (tokio::spawn), stream polling via StreamExt::next(), timeout with tokio::time::timeout. Request handlers collect data, then detached tasks persist it asynchronously.;Tokio async runtime. Concurrency is task-based. tokio::spawn schedules logging onto runtime worker threads. Streaming passthrough function maintains mutable state within one async task, shared global structures can be accessed by many requests across runtime workers. Futures may execute on different worker threads. tokio::sync::Mutex is chosen because locks may be held across .await points.;Async/event-driven architecture. Shared memory usage is minimal and scoped. Design avoids locks, most concurrency uses immutable sharing + cloned data. SSE collecto: incremental parse -> shared accumulation -> atomic finalize -> detached persistence. Logging pipeline is decoupled, improving responsiveness because DB writes never block response streaming. The module mixes lock-free and lock-based depending on data semantics. ;"pub struct SseUsageCollector {
    inner: Arc<SseUsageCollectorInner>,
} and SseUsageCollector: let on_complete: UsageCallbackWithTiming = Arc::new(callback);
        Self {
            inner: Arc::new(SseUsageCollectorInner {
                events: Mutex::new(Vec::new()),
                first_event_time: Mutex::new(None),
                start_time,
                on_complete,
                finished: AtomicBool::new(false), -> the streaming responses arrive incrementally, so the usage info may only become available after multiple events so they need an accumulator containing parsed SSE events, mutex needed because let provider_id = ctx.provider.id.clone(), let mut events = self.inner.events.lock().await;-> different threads can mutate vector at same time, use tokio::sync because it runs in async tasks, async mutex suspends future and allows the runtime to schedule other tasks -> non blocking. Arc<dyn Fn(Vec<Value>, Option<u64>) + Send + Sync> -> execute on different runtime threads, send + sync guarantees thread-safe sharing. let provider_id = ctx.provider.id.clone() -> clone request metadata and move ownership into task              struct SseUsageCollectorInner {
    events: Mutex<Vec<Value>>,
    first_event_time: Mutex<Option<std::time::Instant>>,
    start_time: std::time::Instant,
    on_complete: UsageCallbackWithTiming,
    finished: AtomicBool,
} -> shared because multiple stream chunks can race to request start first, and only one should get it first, finished is atomicbool because it is just a simple flag, it prevents duplicate completion, it is cheaper. In test: fn build_state(db: Arc<Database>) -> ProxyState {
        ProxyState {
            db: db.clone(),
            config: Arc::new(RwLock::new(ProxyConfig::default())),
            status: Arc::new(RwLock::new(ProxyStatus::default())),
            start_time: Arc::new(RwLock::new(None)),
            current_providers: Arc::new(RwLock::new(HashMap::new())),
            provider_router: Arc::new(ProviderRouter::new(db.clone())),
            gemini_shadow: Arc::new(GeminiShadowStore::default()),
            app_handle: None,
            failover_manager: Arc::new(FailoverSwitchManager::new(db)),
        }
    }";non-streaming pat has minimal shared memory: read body + decompress + parse json + token -> spawn async logging task + return response -> clones state, streaming path has more. Most request processing is ownership based
farion1231/cc-switch;src-tauri/src/proxy/server.rs;HTTP proxy server handling API requests, routing, failover, circuit breaker;arc,rwlock;ProxyState, runtime config, circuit breaker/router state, status info, DB handle;Maintain consistent routing across requests, allow runtime config updates, expose shared server status, coordinate provider health globally;Many readers with some writes, async tasks clone shared Arc references and access shared state via async locks;Shared-memory coordination with async task scheduling and message-passing shutdown signaling;Tokio async runtime, task per connection, worker threads;Async server, circuit-breaker state persists across requests, uses async lock coordination;"pub struct ProxyState { pub db: Arc<Database>,pub config: Arc<RwLock<ProxyConfig>>,pub status: Arc<RwLock<ProxyStatus>>, pub start_time: Arc<RwLock<Option<std::time::Instant>>>, provider (app_type -> (provider_id, provider_name)) pub current_providers: Arc<RwLock<std::collections::HashMap<String, (String, String)>>>, pub provider_router: Arc<ProviderRouter>,pub gemini_shadow: Arc<GeminiShadowStore>, pub app_handle: Option<tauri::AppHandle>,pub failover_manager: Arc<FailoverSwitchManager>,} -> every request handler gets clones of this, they all share the same db, config, status, start time, provider status, failover manager, gemini shadow, config shared because all requests need the latest config, many readers and few writers -> rwlock, status tracks running state, uptime, providers active, UI thread reads it and server task update it, multiple requests read/update current providers, circuit breaker state persists across requests            ProxyServer: shutdown_tx: Arc<RwLock<Option<oneshot::Sender<()>>>>,  server_handle: Arc<RwLock<Option<JoinHandle<()>>>>, db: Arc<Database>,  let provider_router = Arc::new(ProviderRouter::new(db.clone()));  let failover_manager = Arc::new(FailoverSwitchManager::new(db.clone()));";async shared-memory server design, tasks share long-lived mutable state
farion1231/cc-switch;src-tauri/src/services/webdav_auto_sync.rs;WebDAV uoload / download operations, coordinates sb / settings ;tokio::sync::Mutex, Arc;WebDAV sync mutex, Arc<Database> , auto-sync suppression state;Prevent concurrent sync corruption, coordinate database imports/exports, avoid overlapping manual/automatic sync, safely share DB across async and blocking contexts;async locking around sync operations, shared ownership via Arc::clone;shared-state coordination using async mutual exclusion ;Async runtime (Tokio) with blocking worker threads via spawn_blocking, many async tasks may exist concurrently but only one sync operation executes at a time;Concurrency allowed at application level but one mutex used for synchronisation;"run_with_webdav_lock(...).await -> only one operation can run at once, used for concurrent uoloads/downloads, webdav_sync_mutex().lock().await and webdav_sync_service::sync_mutex() in test suggests it uses mutex, it needs to be shared because different async commands may arrive at th same time so it needs to prevent db corruption or inconsistent snapshots etc. let db = state.db.clone(); -> likelly uses arc internally to share db. run_with_webdav_lock(
    webdav_sync_service::download(...)
).await; -> locking for download. let acquired = Arc::new(AtomicBool::new(false)); let acquired_bg = Arc::clone(&acquired); (in test)";not a lot of explicit shared memory
sharkdp/fd;src/main.rs;Main, parse cli, build config, compile regexes. Prepares shared state, packages data for worker threads. ;arc;command;shared ownership without copying the command configuration;read only shared access through cloned arc references;reference counted shared ownership;single threaded setup before walk::scan(), main threaad: builds config, regex objects, filters, calls walk::scan() -> walk::scan() spwans threadpool and distributes jobs likely, no explicit threading here.;command: command.map(Arc::new) wraps the command in Arc before storing it in Config;command: command.map(Arc::new) -> command shared accross threads. No other primitives in this file, shared state is mostly read only after initialisation and immutable during traversal. threads: opts.threads().get() -> inside config, thread count centrally, threading happens in walk::scan;only shows creation of the shared pointer, not how or where it is accessed, this will happen in walk
sharkdp/fd;src/walk.rs;parallel filesystem scanning, filter entries and send matching results between threads, producer/consumer coordination between worker/walker threads and receiver threads;arc,mutex,AtomicBool,;Batch.items (Arc<Mutex<Option<Vec<WorkerResult>>>>), shutdown flags (quit_flag, interrupt_flag), channel queues (Sender<Batch>, Receiver<Batch>), immutable config captured by worker closures;state shared by the sender and receiver threads, shared batched search results, coordinate shutdown handling across threads;Worker threads put WorkerResult into batches (in mutex, vec), send the batches through channels, receiver threads consume batches, flags are read/written lock free for cancellation;producer/consumer, cancellation using atomics, threads are scoped;worker and receiver threads, batch of workerresults sent over a channel, sends batches of items at once over a channel, state shared by the sender and receiver threads. WalkParallel spawns filesystem walker workers, receive() spawn executor worker threads, main scan logic uses thread::scope to join receiver threads safely;Uses batching to reduce channel traffic (BatchSender), bounded queue size (bounded(2 * config.threads)), atomics use Ordering::Relaxed because only simple stop signalling is needed, mutex = short scope with drop(batch) before replacement, receiver switches between buffering and streaming modes depending on timing;"WorkerState::scan(paths) -> build walker, install ctrlc handler, bounded channel, receiver threads, worker thread, return exit code. struct WorkerState {
    patterns: Vec<Regex>,
    config: Config,
    quit_flag: Arc<AtomicBool>,
    interrupt_flag: Arc<AtomicBool>,
} -> pattern ans config shared immutably (no lokcing needed), flags shared mutably, use atomicbool instead of mutex, walker.run -> sender threads, ignore::WalkParallel manages threadpool, scope.spawn creates receiver threads, communication between threads uses channels crossbeam_channel::bounded, if receivers are slow, senders  block. struct Batch {
    items: Arc<Mutex<Option<Vec<WorkerResult>>>>,
} -> batching reduces channel traffic, the batch is shared bewteen the sender and receiver thread, the sender keeps appending until flush conditions occur, receiver consumers ownership self.lock().take(), consumes batch Option<Vec<_>> == None, sendser needs to allocate a new batch. flags use atomics instead of mutex because only booleas, with load store fetch, so its cheaper and simpler, Ordering::Relaxed -> flags only signal termination, so no synchronisation of other memory, no ordering guarantees (only eventual visibility). let config = &self.config -> shared read only references across thread -> no synchronisartion needed";clear producer consumer 
nushell/nushell;crates/nu-protocol/src/pipeline/handlers.rs;coordinates shared-memory. Threads register handlers. Event handlers;arc,mutex,atomicbool (for tests), Send/Sync;vector of registered handlers;Multiple threads need to register, remove, execute handlers through a shared registry;Shared reads during dispatch and synchronised writes during registration/removal via mutex locking;Lock-based shared-memory, RAII-based automatic deregistration;Shared registry accessible across threads, handlers required to implement Send + Sync;Arc<Mutex<T>> for shared mutable state, Arc::clone -> shared ownership across guards and closures, mutex remains locked during handler execution, favouring correctness over concurrency;"arc used because handlers and multiple threads need access to the same handler list so it manages shared ownership. Mutex<Vec<(usize, Handler)>> -> mutex protects vector -> handlers can be added or removed or iterated on concuurently, so mutex makes sure only one thread accesses the vector at a time. if let Ok(mut handlers) = self.handlers.lock() -> locks the mutex to give mutable acces and automatically unlocks when the scope ends. Arc<Mutex<Vec<(usize, Handler)>>> -> shared ownership across threads + synchorinised mutable access. in Drop, the handler is removed from the shared state, so the shared registry automatically updates when ownership disappears. if let Ok(handlers) = self.handlers.lock() {    for (_, handler) in handlers.iter() {        handler(action);    }} -> when the callbacks execute the mutex is locked, so no thread can modify the handler as it is executing, this does block handler registration/removal. pub type Handler = Box<dyn Fn(SignalAction) + Send + Sync>; -> handler closures can move between threads (send) and be shared between threads (sync) -> necessary for safe sharing. Atomicbool: used in tests, called1.store(true, Ordering::SeqCst); -> dont need mutex for simple boolean (single value), it is more lightweight and simple syncronisation. next_id: Arc<Sequence>, handlers: Arc::clone(&self.handlers) -> shared ownership across guards and closures";atomics only appear in tests for lightweight signalling
nushell/nushell;crates/nu-utils/src/sync/keyed_lazy_lock.rs;for caching, initialise once, thread safe;RwLock, OnceLock, Box, LazyLock, Arc (tests), AtomicUsize (tests), Barrier (tests);map of keys + lazily initialised values (HashMap<K, Box<OnceLock<V>>>);Avoid repeating expensive computation + safely sharing initialised values across threads and minimising lock contention;Read-heavy: RwLock for existing keys, write access only during first insertion, once-only initialisation through OnceLock;Lock based coordination with initialisation once per key;Multi-threaded concurrent callers accessing shared cache entries;Given a key, you can compute a value once, store it, and let all threads reuse the same initialised value. Separates coordination from initialisation: RwLock protects cache structure while OnceLock serialises initialisation per key. Initialization occurs outside map lock to reduce contention and improve scalability. boxed OnceLock ensures stable memory addresses during HashMap rehashing;"pub struct KeyedLazyLock<K, V, F = fn(&K) -> V>, map: LazyLock<RwLock<HashMap<K, Box<OnceLock<V>>>>>, -> hashmap ensures one entry per key, oncelock means that the value starts out as uninitialised, then the first thread initialises it, and later all other threads reuse that same initilised value (cell.get_or_init(|| (self.init)(key));), normally hahsmap entries can move in memory during rehash, so they put it in the box because the box allocation lives on the heap, and heap address stays stable, so then the code can grab the pointer to oncelock, release the map lock, and initialise the outside lock (address needs to stay stable for this), rwlock is used because many threads use mostly read and writes are rare, lazylock so that it delays the creation of the map until first use -> optimisation (allocate when needed). get function: try to acquire read lock and see if key exists, then get pointer to oncelock, initialise outside lock -> avoid holding lock during computation -> avoid blocking. If the key is absent self.map.write(); aquire write lock and insert oncelcok for key, release lock and initialise later. Tests use AtomicUsize to count initialisations, Arc, Barrier: all threads race simultaneously initializes_once_per_key, checks if the synchronisation works correctly";Coordination-heavy cache, concurrent reads, safe lazy initialisation
nushell/nushell;crates/nu-plugin-core/src/interface/stream/mod.rs;streamwriter produces stream sata, streamreader consumes it, streammanager tracks active streams, so it is like a communication layer for streaming;arc,mutex,condvar;Shared stream state (StreamManagerState) and writer coordination state (StreamWriterSignalState), active stream registries, dropped flags, unacknowledged message counters;Multiple threads must coordinate stream ownership, acknowledgements, cancellation, and backpressure while maintaining consistent stream state;Shared mutable state protected by Mutex, condition based waiting through Condvar, asynchronous message passing via channels, shared ownership through Arc, lifecycle tracking through Weak;shared-state + message-passing coordination with ACK-based flow control;Multiple producer/consumer threads interacting through stream readers, writers, and manager dispatch logic;Combines message-driven communication with shared coordination, uses backpressure windowing similar to TCP, minimises lock scope by delegating payload transfer to channels while reserving shared memory for lifecycle;data flow: writer writes data -> transport messages -> streammanager handles message -> reader receives chunk + conusmes + sends ack -> writer continues. Streamreader receives messages, converts data into typed values, acks received message, detection of stream termination, signals cancellatoin when dropped, uses messagepassing for receiver. for receiving, it first tries the nonblcoking receive to avoid locking, if it is emty, it makes sure to flush the writer to avoid deadlocks, because otherwise acks might not reach writer. StreamWriter: sends stream data and stops when consumer disappears, signal: Arc<StreamWriterSignal> -> shared coordination state, used for acks, backpressure and cancellation, shared between writer, manager. streamwritersignal: mutex: Mutex<StreamWriterSignalState> ->  muatble for writing signal, change_cond:  Condvar -> allows efficient thread sleeps, and wakes only when the state changes, Arc<StreamWriterSignal> -> writer owns the streamwritersignal and manager references so arc needed. Weak<Mutex<StreamManagerState>> -> for lightweight access, avoids lifetime extension when not needed, state: Arc<Mutex<StreamManagerState>> -> multiple handles/threads share it.;
nushell/nushell;crates/nu-protocol/src/engine/engine_state.rs;runtime state, enginestate stored parsed files and modules, commands, declarations, runtime configuration, job management, repl state, caches, signal handling;arc,mutex,AtomicBool, AtomicU32, Arc::make_mut;Global engine state, REPL, cursor state, job registry, debugger instance, regex cache, signal handlers, pipeline execution counters, mailbox, job communication state, configuration data;Shared across runtime components and background jobs while allowing safe concurrent access, lightweight cloning of engine state, coordinated job management, and mutable runtime services; lock-based mutable access for complex shared structures, lock-free atomic updates for status flags, message passing for job communication, clone on write (Arc::make_mut) for mostly read shared metadata;shared-memory + message-passing coordination;Main shell thread with background jobs, worker threads, plugin interactions, asynchronous runtime coordination;"Layered concurrency design: immutable shared runtime metadata stored in Arc, mutable coordination state protected with Mutex, lightweight atomic signalling for fast status checks, and channels for cross-thread job communication; prioritises cheap cloning and centralised runtime coordination";decls: Arc<Vec<Box<dyn Command>>>, blocks: Arc<Vec<Arc<Block>>>, modules: Arc<Vec<Arc<Module>>> -> many engine instances/threads can share these safely, arc allows this sharing to avoid having to clone all of these, as that would be very expensive, it is read-heavy, immutable after it is constructed. pub env_vars: Arc<EnvVars>, pub config: Arc<Config> -> other parts of the runtime use these, read-heavy, cheap cloning, write-light, Arc::make_mut -> used for copy on write -> mutate if only one owner exist, otherwise clone before mutating, so it prefers mutable sharing over synchronisation. pub repl_state: Arc<Mutex<ReplState>>, pub jobs: Arc<Mutex<Jobs>>, pub regex_cache: Arc<Mutex<LruCache<String, Regex>>>, pub debugger: Arc<Mutex<Box<dyn Debugger>>> -> shared mutable coordination, repl state shared because multiple threads can modify the repl state concurrently, mutex is needed becayse cursor position, buffer and accept state need to remain consistent. jobs tracks background jobs/active tasks/thread jobs, multiple threads can add jobs, remove them and look at the job status, so synchronisation is needed, regex cache stores regexes so that they dont have to be recompiled every time, shared becasue many threads can request the regex compilation, mutex because LRU mutates the cache ordering. AtomicBool and AtomicU32 used for simple update state where locking would create overhead. atomicbool for IsDebugging, just a flag that checks if the debugger is active. Arc<(AtomicU32, AtomicU32)> -> pipeline execution counters and coordination state, simple numeric updates. pub exit_warning_given: Arc<AtomicBool> -> coodrinate shell exit behaviour across threads, small shared state again. uses message-passing mpsc::Sender. mailbox: Arc<Mutex<Mailbox>>, root_job_sender: Sender<Mail> -> background jobs communicate thoufh messages. Arc usage in tests mostly to allow shared flags in the test assertions ;a lot of arc
nushell/nushell;crates/nu-command/src/network/http/client.rs;coordinate HTTP client pool + async request cancellation/state sharing;arc,rwlock;Global pooled ureq::Agent, request results, errors passed between requester thread and caller thread;"Avoid rebuilding HTTP clients/connectors repeatedly; safely share client across threads; communicate blocking HTTP results back to main thread";Many concurrent readers of global client, rare writes during reset/init, message passing for request completion;Shared-memory synchronisation combined with message-passing;Main thread + spawned HTTP requester worker threads;Immutable shared global state, protected with reader-writer lock, request execution uses cancellation wrapper with channels;static GLOBAL_CLIENT: RwLock<Option<Arc<Agent>>> = RwLock::new(None) -> http client shared, the agent is the reusable http connection pool from ureq, so tcp connections, keep-alive sockets, tls session, configuration is all reused, this is done so that not every request has to reat new tcp connections + tls handshake, so this is good for optimisation. RwLock<Option<Arc<Agent>>> -> many threads can own the same client safely (arc), and rwlock protects updating the global client (many readers, occasional write). http_client_pool : read client let guard = GLOBAL_CLIENT.read(), then if client exists clone -> avoid heavy locking, if empty build agent, publish shared client let mut guard = GLOBAL_CLIENT.write(), *guard = Some(Arc::clone(&arc_agent)) -> write lock: only one thread can mutate state. uses channels for thread communicatiohn;
